OBJECTID,FID_GasVT,population,Mean,Mode,Cluster,Entropy,Median,StDev,IQR,Area,FID_censustractclip_CensusData,censustractclip_GEO_ID,censustractclip_STATE,censustractclip_COUNTY,censustractclip_TRACT,censustractclip_NAME,censustractclip_LSAD,censustractclip_CENSUSAREA,censustractclip_Area,CensusData_OBJECTID,CensusData_Id,CensusData_Id2,CensusData_Geography,CensusData_Estimate__Total,CensusData_Margin_of_Error__Total,CensusData_Median_income__dollars_,CensusData_Mean_income__dollars_,Shape_Length,Shape_Area
201,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,141,1400000US47157020542,47,157,20542,205.42,Tract,1.761,49040100,123,1400000US47157020542,47157020542,"Census Tract 205.42, Shelby County, Tennessee",5769,696,26361,33903,0.081086578,47405920
202,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,142,1400000US47157020621,47,157,20621,206.21,Tract,2.056,57314276,125,1400000US47157020621,47157020621,"Census Tract 206.21, Shelby County, Tennessee",7373,665,32492,47004,0.099983486,57314276
203,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,143,1400000US47157020622,47,157,20622,206.22,Tract,1.953,54661312,126,1400000US47157020622,47157020622,"Census Tract 206.22, Shelby County, Tennessee",3919,331,53000,70293,0.101145252,54661312
204,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,144,1400000US47157020632,47,157,20632,206.32,Tract,3.284,91493248,127,1400000US47157020632,47157020632,"Census Tract 206.32, Shelby County, Tennessee",5295,297,72130,80441,0.128298677,91493248
205,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,145,1400000US47157020634,47,157,20634,206.34,Tract,0.855,23882320,129,1400000US47157020634,47157020634,"Census Tract 206.34, Shelby County, Tennessee",3062,158,59803,69895,0.067412215,23882320
206,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,146,1400000US47157020635,47,157,20635,206.35,Tract,0.709,19559912,130,1400000US47157020635,47157020635,"Census Tract 206.35, Shelby County, Tennessee",2697,236,57331,76378,0.055777209,19559912
207,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,147,1400000US47157020642,47,157,20642,206.42,Tract,9.749,271967488,131,1400000US47157020642,47157020642,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,0.192481886,186341824
208,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,148,1400000US47157020643,47,157,20643,206.43,Tract,2.904,81423192,132,1400000US47157020643,47157020643,"Census Tract 206.43, Shelby County, Tennessee",8424,446,91786,101567,0.121535344,81423192
209,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,149,1400000US47157020644,47,157,20644,206.44,Tract,4.247,119602968,133,1400000US47157020644,47157020644,"Census Tract 206.44, Shelby County, Tennessee",8639,858,63315,76471,0.195954295,119602968
210,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,150,1400000US47157020651,47,157,20651,206.51,Tract,1.802,50039660,134,1400000US47157020651,47157020651,"Census Tract 206.51, Shelby County, Tennessee",7415,718,60679,67822,0.093504247,50039660
211,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,151,1400000US47157020700,47,157,20700,207,Tract,35.401,986658368,136,1400000US47157020700,47157020700,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,0.036332695,4116181.75
212,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,154,1400000US47157020832,47,157,20832,208.32,Tract,9.652,268794944,140,1400000US47157020832,47157020832,"Census Tract 208.32, Shelby County, Tennessee",10010,548,114050,129695,0.137991526,95269408
213,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,158,1400000US47157021111,47,157,21111,211.11,Tract,2.63,73489008,144,1400000US47157021111,47157021111,"Census Tract 211.11, Shelby County, Tennessee",4131,330,42194,52367,0.136773137,73489008
214,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,159,1400000US47157021113,47,157,21113,211.13,Tract,1.645,45551904,146,1400000US47157021113,47157021113,"Census Tract 211.13, Shelby County, Tennessee",3800,406,61809,64466,0.100134719,45142748
215,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,160,1400000US47157021121,47,157,21121,211.21,Tract,2.789,77981440,147,1400000US47157021121,47157021121,"Census Tract 211.21, Shelby County, Tennessee",5212,545,40107,66090,0.148384054,77981440
216,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,161,1400000US47157021122,47,157,21122,211.22,Tract,1.133,31538362,148,1400000US47157021122,47157021122,"Census Tract 211.22, Shelby County, Tennessee",5733,449,44432,51701,0.079934055,31538362
217,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,162,1400000US47157021124,47,157,21124,211.24,Tract,1.604,44293204,149,1400000US47157021124,47157021124,"Census Tract 211.24, Shelby County, Tennessee",8875,747,58361,64159,0.087255302,44293204
218,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,163,1400000US47157021125,47,157,21125,211.25,Tract,1.788,49588052,150,1400000US47157021125,47157021125,"Census Tract 211.25, Shelby County, Tennessee",4335,313,69000,73380,0.087425316,49588052
219,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,164,1400000US47157021126,47,157,21126,211.26,Tract,0.921,26675748,151,1400000US47157021126,47157021126,"Census Tract 211.26, Shelby County, Tennessee",4238,363,73381,78841,0.066242111,26675748
220,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,165,1400000US47157021136,47,157,21136,211.36,Tract,1.638,45841600,153,1400000US47157021136,47157021136,"Census Tract 211.36, Shelby County, Tennessee",5301,361,94868,120338,0.037564064,1880466.875
221,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,166,1400000US47157021137,47,157,21137,211.37,Tract,2.352,65458408,154,1400000US47157021137,47157021137,"Census Tract 211.37, Shelby County, Tennessee",7546,931,62325,78565,0.056267406,13584007
222,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,170,1400000US47157021142,47,157,21142,211.42,Tract,1.648,46202116,159,1400000US47157021142,47157021142,"Census Tract 211.42, Shelby County, Tennessee",3479,426,61250,71190,0.068973534,29668532
223,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,171,1400000US47157021200,47,157,21200,212,Tract,0.879,24389872,160,1400000US47157021200,47157021200,"Census Tract 212, Shelby County, Tennessee",3958,235,0,0,0.074744239,24389872
224,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,172,1400000US47157021311,47,157,21311,213.11,Tract,3.074,86325048,161,1400000US47157021311,47157021311,"Census Tract 213.11, Shelby County, Tennessee",4506,415,112432,234813,0.124998642,86325048
225,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,173,1400000US47157021320,47,157,21320,213.2,Tract,2.272,63980976,163,1400000US47157021320,47157021320,"Census Tract 213.20, Shelby County, Tennessee",6083,602,66830,109459,0.092456442,44713540
226,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,174,1400000US47157021331,47,157,21331,213.31,Tract,1.903,52952920,164,1400000US47157021331,47157021331,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,0.0906544,27728968
227,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,181,1400000US47157021410,47,157,21410,214.1,Tract,0.991,27853756,172,1400000US47157021410,47157021410,"Census Tract 214.10, Shelby County, Tennessee",2757,204,108393,130515,0.076399926,22465672
228,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,182,1400000US47157021430,47,157,21430,214.3,Tract,1.558,43058260,174,1400000US47157021430,47157021430,"Census Tract 214.30, Shelby County, Tennessee",4179,312,96284,119954,0.027030022,2625973.25
229,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,189,1400000US47157021710,47,157,21710,217.1,Tract,0.932,25942074,183,1400000US47157021710,47157021710,"Census Tract 217.10, Shelby County, Tennessee",2874,327,28848,38976,0.063269774,13660257
230,3,251777,93786.77778,4,4,1.836591668,68135,88440.52053,132700.5,2779909888,219,1400000US47157980400,47,157,980400,9804,Tract,7.04,196610432,221,1400000US47157980400,47157980400,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,0.192286806,190810496
231,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,3,1400000US47157020222,47,157,20222,202.22,Tract,13.44,373894496,112,1400000US47157020222,47157020222,"Census Tract 202.22, Shelby County, Tennessee",3215,327,52106,57192,0.157685593,141847072
232,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,131,1400000US47157020210,47,157,20210,202.1,Tract,22.494,629388160,110,1400000US47157020210,47157020210,"Census Tract 202.10, Shelby County, Tennessee",5677,462,51863,57902,0.350474035,319736448
233,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,133,1400000US47157020300,47,157,20300,203,Tract,5.964,166616544,113,1400000US47157020300,47157020300,"Census Tract 203, Shelby County, Tennessee",5331,432,36795,50421,0.072683623,15407711
234,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,134,1400000US47157020400,47,157,20400,204,Tract,5.087,142335424,114,1400000US47157020400,47157020400,"Census Tract 204, Shelby County, Tennessee",1329,173,65000,68163,0.179372381,130186232
235,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,147,1400000US47157020642,47,157,20642,206.42,Tract,9.749,271967488,131,1400000US47157020642,47157020642,"Census Tract 206.42, Shelby County, Tennessee",9886,685,103106,109487,0.158517326,85613272
236,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,151,1400000US47157020700,47,157,20700,207,Tract,35.401,986658368,136,1400000US47157020700,47157020700,"Census Tract 207, Shelby County, Tennessee",2262,175,66845,80638,0.446018338,978223936
237,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,152,1400000US47157020810,47,157,20810,208.1,Tract,43.665,1217365760,137,1400000US47157020810,47157020810,"Census Tract 208.10, Shelby County, Tennessee",3052,249,78533,108182,0.329928851,323945312
238,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,153,1400000US47157020820,47,157,20820,208.2,Tract,27.29,773136192,138,1400000US47157020820,47157020820,"Census Tract 208.20, Shelby County, Tennessee",8812,444,109872,121483,0.051376747,14046757
239,4,10243,83161.8,1,1,1.521928095,14308,109093.5625,156299.75,2016471936,154,1400000US47157020832,47,157,20832,208.32,Tract,9.652,268794944,140,1400000US47157020832,47157020832,"Census Tract 208.32, Shelby County, Tennessee",10010,548,114050,129695,0.040458377,6084501.5
240,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,16,1400000US47157021530,47,157,21530,215.3,Tract,3.886,108381392,177,1400000US47157021530,47157021530,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747,0.113112523,60644564
241,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,17,1400000US47157021620,47,157,21620,216.2,Tract,4.678,130314536,182,1400000US47157021620,47157021620,"Census Tract 216.20, Shelby County, Tennessee",3452,590,46058,75326,0.150813463,128326032
242,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,18,1400000US47157021724,47,157,21724,217.24,Tract,0.858,23743606,185,1400000US47157021724,47157021724,"Census Tract 217.24, Shelby County, Tennessee",2411,235,44679,56142,0.070241144,23743606
243,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,19,1400000US47157021741,47,157,21741,217.41,Tract,1.523,42631272,190,1400000US47157021741,47157021741,"Census Tract 217.41, Shelby County, Tennessee",8795,881,37863,48985,0.083030797,42631272
244,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,20,1400000US47157021747,47,157,21747,217.47,Tract,0.721,20144062,194,1400000US47157021747,47157021747,"Census Tract 217.47, Shelby County, Tennessee",3757,453,50423,58658,0.063185296,20144062
245,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,21,1400000US47157021754,47,157,21754,217.54,Tract,1.004,27940574,198,1400000US47157021754,47157021754,"Census Tract 217.54, Shelby County, Tennessee",4423,381,49353,58147,0.064308473,27940574
246,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,89,1400000US47157010720,47,157,10720,107.2,Tract,0.536,15260899,95,1400000US47157010720,47157010720,"Census Tract 107.20, Shelby County, Tennessee",3891,433,26694,37653,0.029715197,5219751
247,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,91,1400000US47157010820,47,157,10820,108.2,Tract,0.869,24236170,97,1400000US47157010820,47157010820,"Census Tract 108.20, Shelby County, Tennessee",4240,475,39926,49459,0.06039754,21339000
248,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,174,1400000US47157021331,47,157,21331,213.31,Tract,1.903,52952920,164,1400000US47157021331,47157021331,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,0.054091529,11445333
249,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,175,1400000US47157021333,47,157,21333,213.33,Tract,1.542,43033024,165,1400000US47157021333,47157021333,"Census Tract 213.33, Shelby County, Tennessee",4276,443,55795,81717,0.071833061,16230091
250,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,176,1400000US47157021334,47,157,21334,213.34,Tract,1.222,35212580,166,1400000US47157021334,47157021334,"Census Tract 213.34, Shelby County, Tennessee",3988,505,39614,55185,0.090887846,35212580
251,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,177,1400000US47157021341,47,157,21341,213.41,Tract,2.452,68555480,167,1400000US47157021341,47157021341,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,0.103346075,14782724
252,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,178,1400000US47157021342,47,157,21342,213.42,Tract,6.082,169660528,168,1400000US47157021342,47157021342,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986,0.212534312,146082512
253,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,180,1400000US47157021353,47,157,21353,213.53,Tract,6.241,175793024,171,1400000US47157021353,47157021353,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580,0.052364918,11061085
254,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,183,1400000US47157021510,47,157,21510,215.1,Tract,7.536,210199632,175,1400000US47157021510,47157021510,"Census Tract 215.10, Shelby County, Tennessee",8415,699,61203,74503,0.178263526,210199632
255,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,184,1400000US47157021520,47,157,21520,215.2,Tract,18.774,522085088,176,1400000US47157021520,47157021520,"Census Tract 215.20, Shelby County, Tennessee",12217,886,104225,120133,0.332902518,521050144
256,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,186,1400000US47157021611,47,157,21611,216.11,Tract,2.007,56607504,179,1400000US47157021611,47157021611,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112,0.060757344,22406486
257,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,187,1400000US47157021612,47,157,21612,216.12,Tract,1.505,41924216,180,1400000US47157021612,47157021612,"Census Tract 216.12, Shelby County, Tennessee",4868,233,100652,116236,0.045022772,13116057
258,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,188,1400000US47157021613,47,157,21613,216.13,Tract,1.77,49642724,181,1400000US47157021613,47157021613,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077,0.04625335,12539785
259,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,189,1400000US47157021710,47,157,21710,217.1,Tract,0.932,25942074,183,1400000US47157021710,47157021710,"Census Tract 217.10, Shelby County, Tennessee",2874,327,28848,38976,0.046135308,12281095
260,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,190,1400000US47157021721,47,157,21721,217.21,Tract,0.748,20592438,184,1400000US47157021721,47157021721,"Census Tract 217.21, Shelby County, Tennessee",5191,465,24977,35902,0.060029347,20592438
261,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,191,1400000US47157021725,47,157,21725,217.25,Tract,0.401,11359518,186,1400000US47157021725,47157021725,"Census Tract 217.25, Shelby County, Tennessee",4448,482,29924,37001,0.04476937,11359518
262,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,192,1400000US47157021726,47,157,21726,217.26,Tract,0.554,15414745,187,1400000US47157021726,47157021726,"Census Tract 217.26, Shelby County, Tennessee",4649,812,27777,33053,0.048078673,15414745
263,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,193,1400000US47157021731,47,157,21731,217.31,Tract,1.163,32368352,188,1400000US47157021731,47157021731,"Census Tract 217.31, Shelby County, Tennessee",2940,346,36375,51052,0.060673294,24887952
264,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,194,1400000US47157021732,47,157,21732,217.32,Tract,1.231,34267872,189,1400000US47157021732,47157021732,"Census Tract 217.32, Shelby County, Tennessee",6229,653,28421,41782,0.072397795,34267872
265,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,195,1400000US47157021744,47,157,21744,217.44,Tract,1.372,38435164,191,1400000US47157021744,47157021744,"Census Tract 217.44, Shelby County, Tennessee",6439,679,67965,67452,0.082478646,38435164
266,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,196,1400000US47157021745,47,157,21745,217.45,Tract,2.167,59974168,192,1400000US47157021745,47157021745,"Census Tract 217.45, Shelby County, Tennessee",7774,701,71984,74462,0.112122399,59974168
267,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,197,1400000US47157021746,47,157,21746,217.46,Tract,1.049,29352432,193,1400000US47157021746,47157021746,"Census Tract 217.46, Shelby County, Tennessee",4730,483,39901,51044,0.074994123,29352432
268,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,198,1400000US47157021751,47,157,21751,217.51,Tract,2.009,56122072,195,1400000US47157021751,47157021751,"Census Tract 217.51, Shelby County, Tennessee",7081,686,77308,81869,0.099652943,56122072
269,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,199,1400000US47157021752,47,157,21752,217.52,Tract,1.574,44849616,196,1400000US47157021752,47157021752,"Census Tract 217.52, Shelby County, Tennessee",4943,486,67820,69891,0.09399491,44849616
270,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,200,1400000US47157021753,47,157,21753,217.53,Tract,0.785,22288594,197,1400000US47157021753,47157021753,"Census Tract 217.53, Shelby County, Tennessee",3157,515,67054,69681,0.058641337,22288594
271,5,122422,129344.8,4,4,1.370950594,122422,97959.82806,158140.5,1807186304,215,1400000US47157022600,47,157,22600,226,Tract,15.571,435961248,216,1400000US47157022600,47157022600,"Census Tract 226, Shelby County, Tennessee",4296,560,36589,50650,0.137201955,80361080
272,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,12,1400000US47157021140,47,157,21140,211.4,Tract,1.698,49228664,157,1400000US47157021140,47157021140,"Census Tract 211.40, Shelby County, Tennessee",5064,535,73472,80454,0.02971863,1648376
273,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,14,1400000US47157021351,47,157,21351,213.51,Tract,1.675,46727080,169,1400000US47157021351,47157021351,"Census Tract 213.51, Shelby County, Tennessee",4527,389,81897,92914,0.091520254,46676012
274,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,15,1400000US47157021420,47,157,21420,214.2,Tract,1.652,46188892,173,1400000US47157021420,47157021420,"Census Tract 214.20, Shelby County, Tennessee",3173,205,101200,127014,0.074555096,36117472
275,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,16,1400000US47157021530,47,157,21530,215.3,Tract,3.886,108381392,177,1400000US47157021530,47157021530,"Census Tract 215.30, Shelby County, Tennessee",5064,290,114554,150747,0.110421036,47733084
276,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,157,1400000US47157021020,47,157,21020,210.2,Tract,25.301,708404032,143,1400000US47157021020,47157021020,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,0.138384158,16648743
277,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,168,1400000US47157021139,47,157,21139,211.39,Tract,3.359,93415504,156,1400000US47157021139,47157021139,"Census Tract 211.39, Shelby County, Tennessee",4254,393,102697,126332,0.098140221,24363362
278,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,173,1400000US47157021320,47,157,21320,213.2,Tract,2.272,63980976,163,1400000US47157021320,47157021320,"Census Tract 213.20, Shelby County, Tennessee",6083,602,66830,109459,0.060386207,19267308
279,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,174,1400000US47157021331,47,157,21331,213.31,Tract,1.903,52952920,164,1400000US47157021331,47157021331,"Census Tract 213.31, Shelby County, Tennessee",3099,339,60536,66620,0.050717756,13777274
280,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,175,1400000US47157021333,47,157,21333,213.33,Tract,1.542,43033024,165,1400000US47157021333,47157021333,"Census Tract 213.33, Shelby County, Tennessee",4276,443,55795,81717,0.086535527,26802066
281,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,177,1400000US47157021341,47,157,21341,213.41,Tract,2.452,68555480,167,1400000US47157021341,47157021341,"Census Tract 213.41, Shelby County, Tennessee",5576,345,125060,161829,0.137514281,53771848
282,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,178,1400000US47157021342,47,157,21342,213.42,Tract,6.082,169660528,168,1400000US47157021342,47157021342,"Census Tract 213.42, Shelby County, Tennessee",9531,658,60117,113986,0.072045045,23577838
283,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,179,1400000US47157021352,47,157,21352,213.52,Tract,2.486,69456432,170,1400000US47157021352,47157021352,"Census Tract 213.52, Shelby County, Tennessee",6582,393,102294,132606,0.111527424,69456432
284,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,180,1400000US47157021353,47,157,21353,213.53,Tract,6.241,175793024,171,1400000US47157021353,47157021353,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580,0.156758449,159889264
285,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,181,1400000US47157021410,47,157,21410,214.1,Tract,0.991,27853756,172,1400000US47157021410,47157021410,"Census Tract 214.10, Shelby County, Tennessee",2757,204,108393,130515,0.033094637,5388131
286,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,182,1400000US47157021430,47,157,21430,214.3,Tract,1.558,43058260,174,1400000US47157021430,47157021430,"Census Tract 214.30, Shelby County, Tennessee",4179,312,96284,119954,0.088090031,40432368
287,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,185,1400000US47157021540,47,157,21540,215.4,Tract,7.13,200259536,178,1400000US47157021540,47157021540,"Census Tract 215.40, Shelby County, Tennessee",12294,488,139356,153557,0.238572749,195364880
288,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,186,1400000US47157021611,47,157,21611,216.11,Tract,2.007,56607504,179,1400000US47157021611,47157021611,"Census Tract 216.11, Shelby County, Tennessee",6609,439,89074,104112,0.070893707,34199056
289,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,187,1400000US47157021612,47,157,21612,216.12,Tract,1.505,41924216,180,1400000US47157021612,47157021612,"Census Tract 216.12, Shelby County, Tennessee",4868,233,100652,116236,0.066287499,28806458
290,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,188,1400000US47157021613,47,157,21613,216.13,Tract,1.77,49642724,181,1400000US47157021613,47157021613,"Census Tract 216.13, Shelby County, Tennessee",4734,352,113333,130077,0.064253786,24286088
291,6,68135,93866.4,4,-1,1.921928095,68135,99266.97188,138009.75,868600704,219,1400000US47157980400,47,157,980400,9804,Tract,7.04,196610432,221,1400000US47157980400,47157980400,"Census Tract 9804, Shelby County, Tennessee",494,137,0,0,0.011114186,396824.8125
292,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,11,1400000US47157021135,47,157,21135,211.35,Tract,1.653,45582512,152,1400000US47157021135,47157021135,"Census Tract 211.35, Shelby County, Tennessee",7593,1051,52561,62310,0.000827908,2045.474487
293,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,12,1400000US47157021140,47,157,21140,211.4,Tract,1.698,49228664,157,1400000US47157021140,47157021140,"Census Tract 211.40, Shelby County, Tennessee",5064,535,73472,80454,0.087876224,47281216
294,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,14,1400000US47157021351,47,157,21351,213.51,Tract,1.675,46727080,169,1400000US47157021351,47157021351,"Census Tract 213.51, Shelby County, Tennessee",4527,389,81897,92914,0.005973189,51054.38672
295,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,15,1400000US47157021420,47,157,21420,214.2,Tract,1.652,46188892,173,1400000US47157021420,47157021420,"Census Tract 214.20, Shelby County, Tennessee",3173,205,101200,127014,0.006317514,99728.45313
296,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,157,1400000US47157021020,47,157,21020,210.2,Tract,25.301,708404032,143,1400000US47157021020,47157021020,"Census Tract 210.20, Shelby County, Tennessee",6577,406,80917,135309,0.254735813,339923168
297,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,166,1400000US47157021137,47,157,21137,211.37,Tract,2.352,65458408,154,1400000US47157021137,47157021137,"Census Tract 211.37, Shelby County, Tennessee",7546,931,62325,78565,0.090640062,50486976
298,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,167,1400000US47157021138,47,157,21138,211.38,Tract,3.636,101862992,155,1400000US47157021138,47157021138,"Census Tract 211.38, Shelby County, Tennessee",3449,374,79034,99086,0.116331964,76334128
299,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,168,1400000US47157021139,47,157,21139,211.39,Tract,3.359,93415504,156,1400000US47157021139,47157021139,"Census Tract 211.39, Shelby County, Tennessee",4254,393,102697,126332,0.125655107,69051992
300,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,180,1400000US47157021353,47,157,21353,213.53,Tract,6.241,175793024,171,1400000US47157021353,47157021353,"Census Tract 213.53, Shelby County, Tennessee",9500,390,154947,203580,0.033449549,4841714.5
301,7,20003,74160,2,2,1.921928095,23890,101925.5734,97294.5,596794432,185,1400000US47157021540,47,157,21540,215.4,Tract,7.13,200259536,178,1400000US47157021540,47157021540,"Census Tract 215.40, Shelby County, Tennessee",12294,488,139356,153557,0.053919662,3507559.5
